LABNR,C14AGE,C14STD,C13,MATERIAL,SITE,COUNTRY,FEATURE,FEATURE_DESC,PHASE,POTTERY,ASSOCIATION,REL,LAT,LONG,SOURCE
KIA-24746,1842,28,0,Charcoal,Mouanko-Lobethal,CMR,LBT 98/3,Burial,,,,,3.641726,9.781966,Meister 2007; Eggert/Seidensticker 2016:80 Tab. 4.2
KIA-24748,156,23,0,Charcoal,Mouanko-Lobethal,CMR,LBT 99/5,,,,,,3.641726,9.781966,Meister 2007: 46; Eggert/Seidensticker 2016:81 Tab. 4.2
KIA-24749,1985,26,0,Charcoal,Yatou,CMR,YAT 99/4,,,,,,3.627603,9.816666,Meister 2007; Eggert/Seidensticker 2016:81 Tab. 4.2
KIA-24750/1,1964,28,0,,Yatou,CMR,YAT 99/4,,,,,,3.627603,9.816666,Meister 2007: 47; Eggert/Seidensticker 2016:81 Tab. 4.2
KIA-24751,1974,26,0,Charcoal,Yatou,CMR,YAT 99/4,,,,,,3.627603,9.816666,Meister 2007; Eggert/Seidensticker 2016:81 Tab. 4.2
KIA-27026,1692,29,0,Charcoal,Akonetye,CMR,AKO 05/2,Burial,,,,,2.4755,11.174669,Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2
KIA-27027,1747,32,0,Elaeis guineensis,Akonetye,CMR,AKO 05/3,,,,,,2.4755,11.174669,Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2
KIA-27028,1718,32,0,Elaeis guineensis,Akonetye,CMR,AKO 05/4,,,,,,2.4755,11.174669,Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2
KIA-27029,1719,30,0,Elaeis guineensis,Akonetye,CMR,AKO 05/4,,,,,,2.4755,11.174669,Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2
KIA-27030,1815,21,0,Sediment,Akonetye,CMR,AKO 05/5,,,,,,2.4755,11.174669,Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2
KIA-27031/1,2429,30,0,,Akonetye,CMR,AKO 05/6,Burial,,,,,2.4755,11.174669,Eggert et al. 2006; Eggert/Seidensticker 2016:82 Tab. 4.2
KIA-27031/2,1982,50,0,Sediment,Akonetye,CMR,AKO 05/6,Burial,,,,,2.4755,11.174669,Meister/Eggert 2008; Eggert/Seidensticker 2016:83 Tab. 4.2
KIA-27032,1771,30,0,Elaeis guineensis,Akonetye,CMR,AKO 05/6,Burial,,,,,2.4755,11.174669,Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2
KIA-27033,1732,24,0,Elaeis guineensis,Akonetye,CMR,AKO 05/9,,,,,,2.4755,11.174669,Meister/Eggert 2008; Eggert/Seidensticker 2016:83 Tab. 4.2
KIA-27034,2363,20,0,Charcoal,Bwambé-Sommet (Est),CMR,BWS 04/1,Pit,,Bissiang/Malongo; Bwambé/Mpoengu,,1,2.893551,9.903519,Eggert u.a. 2006: 283; Eggert/Seidensticker 2016:78 Tab. 4.2
KIA-27035,2384,57,0,Charcoal,Bwambé-Sommet (Est),CMR,BWS 04/1,Pit,,Bissiang/Malongo; Bwambé/Mpoengu,,1,2.893551,9.903519,Eggert u.a. 2006: 283; Eggert/Seidensticker 2016:78 Tab. 4.2
KIA-27036,2206,31,0,Charcoal,Bwambé-Sommet (Est),CMR,BWS 04/3 (F34),Pit,,Bissiang/Malongo; Bwambé/Mpoengu,,1,2.893551,9.903519,Eggert u.a. 2006: 283; Eggert/Seidensticker 2016:79 Tab. 4.2
KIA-27037,2193,29,0,Charcoal,Bwambé-Sommet (Est),CMR,BWS 04/3,Pit,,Bissiang/Malongo; Bwambé/Mpoengu,,1,2.893551,9.903519,Eggert u.a. 2006: 283; Nlend Nlend 2013: 257 Tab. 44; Eggert/Seidensticker 2016:79 Tab. 4.2
KIA-29598,2236,26,0,Elaeis guineensis,Abang Minko‘o,CMR,ABM 06/1,Pit,,,,,2.329389,11.422917,Eggert u.a. 2006: 283; Eggert/Seidensticker 2016:77 Tab. 4.2
KIA-29599,2270,25,0,Elaeis guineensis,Abang Minko‘o,CMR,ABM 06/1,Pit,,,,,2.329389,11.422917,Eggert u.a. 2006: 283; Eggert/Seidensticker 2016:77 Tab. 4.2
KIA-29600,2198,30,0,Elaeis guineensis,Abang Minko‘o,CMR,ABM 06/2,Pit,,,,,2.329389,11.422917,Eggert u.a. 2006: 283; Eggert/Seidensticker 2016:77 Tab. 4.2
KIA-29601,2286,30,0,Charcoal,Abang Minko‘o,CMR,ABM 06/2,Pit,,,,,2.329389,11.422917,Eggert u.a. 2006: 283; Eggert/Seidensticker 2016:78 Tab. 4.2
KIA-29602,2249,28,0,Charcoal,Abang Minko‘o,CMR,ABM 06/2,Pit,,,,,2.329389,11.422917,Eggert u.a. 2006: 283; Eggert/Seidensticker 2016:77 Tab. 4.2
KIA-29603,1845,25,0,Charcoal,Minyin,CMR,MIY 06/1,Pit,,,,,2.37658,11.331313,Meister/Eggert 2008
KIA-29604,2001,27,0,Charcoal,Minyin,CMR,MIY 06/1,Pit,,,,,2.37658,11.331313,Meister/Eggert 2008
KIA-29605,1871,35,0,Elaeis guineensis,Minyin,CMR,MIY 06/2,Pit,,,,,2.37658,11.331313,Meister/Eggert 2008
KIA-29606,1922,24,0,Elaeis guineensis,Minyin,CMR,MIY 06/2,Pit,,,,,2.37658,11.331313,Meister/Eggert 2008
KIA-29607,1739,28,0,Charcoal,Minyin,CMR,MIY 06/3,Pit,,,,,2.37658,11.331313,Meister/Eggert 2008
KIA-29608,1849,26,0,Elaeis guineensis,Minyin,CMR,MIY 06/3,Pit,,,,,2.37658,11.331313,Meister/Eggert 2008
KIA-29697,2162,60,0,Pennisetum glaucum,Bwambé-Sommet (Est),CMR,BWS 04/2 (F33),Pit,,Bissiang/Malongo; Bwambé/Mpoengu,,1,2.893551,9.903519,Eggert u.a. 2006; Eggert/Seidensticker 2016:79 Tab. 4.2
KIA-29698,2181,41,0,Pennisetum glaucum,Abang Minko‘o,CMR,ABM 06/2,Pit,,,,,2.329389,11.422917,Eggert u.a. 2006: 283; Eggert/Seidensticker 2016:77 Tab. 4.2
KIA-31772,950,20,,,Bolo Bai 1C,CMR,,,,,,,2.15,15.7167,Meister unpubl; Garcin et al. 2018
KIA-31773,1050,30,,,Ndangayé Bai,CMR,,,,,,,2.3833,15.8,Meister unpubl; Garcin et al. 2018
KIA-31776/1,2420,60,,,Bwambé-Sommet (Est),CMR,BWS 04/1,,,,,,2.893551,9.903519,Kahlheber et al. 2014: 500 Tab. 4; Eggert/Seidensticker 2016:79 Tab. 4.2; Garcin et al. 2018
KIA-31776/2,2320,25,,,Bwambé-Sommet (Est),CMR,BWS 04/1,,,,,,2.893551,9.903519,Kahlheber et al. 2014: 500 Tab. 4; Eggert/Seidensticker 2016:79 Tab. 4.2; Garcin et al. 2018
KIA-31777,2301,23,,,Bwambé-Sommet (Est),CMR,BWS 04/3,,,,,,2.893551,9.903519,Kahlheber et al. 2014: 500 Tab. 4; Eggert/Seidensticker 2016:79 Tab. 4.2; Garcin et al. 2018
KIA-31778,1779,20,0,Charcoal,Akonetye,CMR,AKO 05/8,Ditch,,,,,2.4755,11.174669,Meister/Eggert 2008; Eggert/Seidensticker 2016:83 Tab. 4.2
KIA-31779,1814,23,0,Elaeis guineensis,Akonetye,CMR,AKO 05/6,Burial,,Bidjouka,,1,2.4755,11.174669,Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2
KIA-31780,1801,24,0,Elaeis guineensis,Akonetye,CMR,AKO 05/6,Burial,,,,,2.4755,11.174669,Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2
KIA-31781,1787,17,0,Charcoal,Akonetye,CMR,AKO 05/2,Burial,,Bidjouka,,1,2.4755,11.174669,Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2
KIA-31782,1769,24,0,Elaeis guineensis,Akonetye,CMR,AKO 05/2,Burial,,,,,2.4755,11.174669,Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2
KIA-33061,1808,25,-28.24,Elaeis guineensis,Akonetye,CMR,AKO 07/1,,,,,,2.4755,11.174669,Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2
KIA-33062,1924,26,-25.44,Elaeis guineensis,Akonetye,CMR,AKO 07/1,,,,,,2.4755,11.174669,Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2
KIA-33063,1885,25,-24.45,Elaeis guineensis,Akonetye,CMR,AKO 07/6,,,,,,2.4755,11.174669,Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2
KIA-33064,1855,24,-26.58,Elaeis guineensis,Akonetye,CMR,AKO 07/6,,,,,,2.4755,11.174669,Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2
KIA-33065,1934,26,-28.59,Charcoal,Akonetye,CMR,AKO 07/1,,,,,,2.4755,11.174669,Meister/Eggert 2008; Eggert/Seidensticker 2016:82 Tab. 4.2
KIA-33068,1730,25,,,Campo,CMR,,,,,,0,2.377257,9.83092,Meister/Eggert 2008; Garcin et al. 2008
KIA-33069,1713,25,-25.11,Charcoal,Campo,CMR,CAM 07/1,Burial,,Campo,,1,2.377257,9.83092,Meister/Eggert 2008; Eggert/Seidensticker 2016:64 Tab. 4.1
KIA-33070,1796,24,-27.77,Charcoal,Campo,CMR,CAM 07/1,Burial,,Campo,,1,2.377257,9.83092,Meister/Eggert 2008; Eggert/Seidensticker 2016:64 Tab. 4.1
KIA-33071,1742,26,-25.38,Charcoal,Campo,CMR,CAM 07/2,Burial,,Campo,,1,2.377257,9.83092,Meister/Eggert 2008; Eggert/Seidensticker 2016:64 Tab. 4.1
KIA-33072,1705,25,-25.01,Elaeis guineensis,Campo,CMR,CAM 07/2,Burial,,Campo,,0,2.377257,9.83092,Meister/Eggert 2008; Eggert/Seidensticker 2016:64 Tab. 4.1
KIA-33073,1729,26,-26.92,Elaeis guineensis,Campo,CMR,CAM 07/2,Burial,,Campo,,1,2.377257,9.83092,Meister/Eggert 2008; Eggert/Seidensticker 2016:64 Tab. 4.1
KIA-33074,1714,23,-25.17,Elaeis guineensis,Campo,CMR,CAM 07/3,Burial,,Campo,,1,2.377257,9.83092,Meister/Eggert 2008; Eggert/Seidensticker 2016:64 Tab. 4.1
KIA-33075,1901,24,-25.59,Elaeis guineensis,Campo,CMR,CAM 07/3,Burial,,Campo,,1,2.377257,9.83092,Meister/Eggert 2008; Eggert/Seidensticker 2016:64 Tab. 4.1
KIA-33076,1988,28,-25.83,Charcoal,Campo,CMR,CAM 07/3,Burial,,Campo,,1,2.377257,9.83092,Meister/Eggert 2008; Eggert/Seidensticker 2016:64 Tab. 4.1
KIA-33077,1184,22,-24.95,Charcoal,Campo,CMR,CAM 07/4,Burial,,,,1,2.377257,9.83092,Meister/Eggert 2008; Eggert/Seidensticker 2016:64 Tab. 4.1
KIA-33078,1847,22,-23.74,Elaeis guineensis,Campo,CMR,CAM 07/4,Burial,,Campo,,1,2.377257,9.83092,Meister/Eggert 2008; Eggert/Seidensticker 2016:64 Tab. 4.1
KIA-34087,4002,42,,Charcoal,Campo,CMR,CAM 07/9,,,,,0,2.377257,9.83092,Eggert/Seidensticker 2016:65 Tab. 4.1
KIA-34088,1920,25,,Elaeis guineensis,Campo,CMR,CAM 07/9,Burial,,Campo,,1,2.377257,9.83092,Nlend Nlend 2013; Eggert/Seidensticker 2016:64 Tab. 4.1; Garcin et al. 2018
KIA-34089,5595,30,,Charcoal,Campo,CMR,CAM 07/7,,,,,0,2.377257,9.83092,Eggert/Seidensticker 2016:65 Tab. 4.1
KIA-34090,11211,45,,Elaeis guineensis,Campo,CMR,CAM 07/7,,,,,0,2.377257,9.83092,Eggert/Seidensticker 2016:65 Tab. 4.1
KIA-34091,895,25,,Charcoal,Campo,CMR,CAM 07/6,Burial,,,,0,2.377257,9.83092,Eggert/Seidensticker 2016:64 Tab. 4.1
KIA-34092,1185,25,,Charcoal,Campo,CMR,CAM 07/6,Burial,,,,0,2.377257,9.83092,Eggert/Seidensticker 2016:64 Tab. 4.1
KIA-34093,2305,30,,Elaeis guineensis,Campo,CMR,CAM 07/5,Burial,,,,0,2.377257,9.83092,Eggert/Seidensticker 2016:64 Tab. 4.1
KIA-34094,1900,25,,,Campo,CMR,CAM 07/13,Pit,,Campo,,1,2.377257,9.83092, Eggert/Seidensticker 2016:65 Tab. 4.1
KIA-34095,1865,25,,,Campo,CMR,CAM 07/13,Pit,,Campo,,1,2.377257,9.83092, Eggert/Seidensticker 2016:65 Tab. 4.1
KIA-34096,1665,25,,Elaeis guineensis,Campo,CMR,CAM 07/12,Burial,,Campo,,1,2.377257,9.83092,Nlend Nlend 2013; Eggert/Seidensticker 2016:64 Tab. 4.1; Garcin et al. 2018
KIA-34097,1775,30,,Elaeis guineensis,Campo,CMR,CAM 07/12,Burial,,Campo,,1,2.377257,9.83092,Nlend Nlend 2013; Eggert/Seidensticker 2016:64 Tab. 4.1; Garcin et al. 2018
KIA-34099,2180,20,,,Campo,CMR,CAM 07/11,Pit,,Bissiang/Malongo,,1,2.377257,9.83092,Kahlheber et al. 2014: 501 Tab. 4; Eggert/Seidensticker 2016:65 Tab. 4.1; Garcin et al. 2018
KIA-34100,1850,25,,Elaeis guineensis,Campo,CMR,CAM 07/10,Burial,,Campo,,1,2.377257,9.83092,Nlend Nlend 2013; Eggert/Seidensticker 2016:64 Tab. 4.1; Garcin et al. 2018
KIA-34101,20400,120,,Elaeis guineensis,Campo,CMR,CAM 07/10,,,,,0,2.377257,9.83092,Eggert/Seidensticker 2016:65 Tab. 4.1
KIA-34102,1540,25,,Elaeis guineensis,Campo,CMR,CAM 07/109,,,,,1,2.377257,9.83092,Eggert/Seidensticker 2016:64 Tab. 4.1
KIA-34103,1505,25,,Elaeis guineensis,Campo,CMR,CAM 07/108,,,,,1,2.377257,9.83092,Eggert/Seidensticker 2016:64 Tab. 4.1
KIA-34104,1535,25,,Elaeis guineensis,Campo,CMR,CAM 07/107,,,,,1,2.377257,9.83092,Eggert/Seidensticker 2016:64 Tab. 4.1
KIA-34105,1485,25,,Elaeis guineensis,Campo,CMR,CAM 07/106,,,,,1,2.377257,9.83092,Eggert/Seidensticker 2016:64 Tab. 4.1
KIA-34106,1525,25,,Elaeis guineensis,Campo,CMR,CAM 07/95,Pit,,,,1,2.377257,9.83092,Eggert/Seidensticker 2016:64 Tab. 4.1
KIA-34107,1400,25,,Elaeis guineensis,Campo,CMR,CAM 07/95,Pit,,,,1,2.377257,9.83092,Eggert/Seidensticker 2016:64 Tab. 4.1
KIA-34108,1875,25,,Charcoal,Campo,CMR,CAM 07/5,Burial,,Campo,,1,2.377257,9.83092,Eggert/Seidensticker 2016:64 Tab. 4.1
KIA-34109,1845,25,,Elaeis guineensis,Campo,CMR,CAM 07/5,Burial,,Campo,,1,2.377257,9.83092,Eggert/Seidensticker 2016:64 Tab. 4.1
KIA-34141,1565,30,0,Elaeis guineensis,Pokola,COG,1,,,,,0,1.405,16.31833,Morin-Rivat 2014
KIA-34142,620,25,0,Elaeis guineensis,Pokola,COG,2,,,,,0,1.405,16.31833,Morin-Rivat 2014
KIA-34143,2170,30,0,,Ikelemba 1,,,,,,,0,1.227166,16.504824,Morin-Rivat 2014
KIA-34144,2095,30,0,Elaeis guineensis,Ilamba 2,COG,,,,,,0,1.207868,16.767443,Morin-Rivat 2014
KIA-34147,1830,35,0,,Ikelemba 3,,,,,,,0,1.227166,16.504824,Morin-Rivat 2014
KIA-37683,200,25,0,,Bomassa,,1,,,,,0,2.203077,16.185432,Morin-Rivat 2014
KIA-37684,1590,25,0,Elaeis guineensis,Ikelemba 2,,,,,,,0,1.227166,16.504824,Morin-Rivat 2014
KIA-37685,215,25,0,Nauclea sp.,Mokobo,COG,,,,,,0,1.870561,16.618395,Morin-Rivat 2014
KIA-37686,1515,30,0,Elaeis guineensis,Ilamba 1,COG,,,,,,0,1.207868,16.767443,Morin-Rivat 2014
KIA-37687,1800,30,0,,Kabo,COG,,,,,,0,2.03056,16.08194,Morin-Rivat 2014
KIA-38066,1625,25,0,Elaeis guineensis,Bai Bomassa,,,,,,,0,2.203077,16.185432,Morin-Rivat 2014
KIA-38067,12620,55,0,,Mokobo,COG,,,,,,0,1.870561,16.618395,Morin-Rivat 2014
KIA-38070,1535,25,0,,Mokobo,COG,,,,,,0,1.870561,16.618395,Morin-Rivat 2014
KIA-38933,1795,40,0,Elaeis guineensis,Makalaya,CMR,,,,,,0,3.268878,14.043065,Morin-Rivat 2014
KIA-38934,205,30,0,,Messok,CMR,3,,,,,0,3.0847,14.06357,Morin-Rivat 2014
KIA-38938,2150,45,0,,Messok,CMR,1,,,,,0,3.0847,14.06357,Morin-Rivat 2014
KIA-38942,195,30,0,,Messok,CMR,3,,,,,0,3.0847,14.06357,Morin-Rivat 2014
KIA-39606,1715,25,0,Elaeis guineensis,Bomassa,,2,,,,,0,2.203077,16.185432,Morin-Rivat 2014
KIA-39607,1715,25,0,Elaeis guineensis,Ndoki River,COG,,,,,,0,2.147839,16.262977,Morin-Rivat 2014
KIA-45496,1050,25,0,Elaeis guineensis,Mindourou,CMR,2,,,,,0,3.55745,13.40392,Morin-Rivat 2014
KIA-45497,1630,25,0,Elaeis guineensis,Mindourou,CMR,1,,,,,0,3.55745,13.40392,Morin-Rivat 2014
KIA-45499,1980,25,0,Canarium s.,Messok,CMR,2,,,,,0,3.0847,14.06357,Morin-Rivat 2014
KIA-8456,2217,24,0,,Mfomakap/Nkometou,CMR,MFK 97/3,,,,,,4.049917,11.55,Eggert 2002
KIA-8457,1783,33,0,,Mouanko-Epolo,CMR,MOU 97/1,Burial,,,,1,3.645092,9.799406,Eggert 2002; Eggert/Seidensticker 2016:81 Tab. 4.2
KIA-8458,3860,29,,,Mouanko-Epolo,CMR,MOU 97/1,Burial,,,,0,3.6428,9.7994,Meister 2010; Eggert/Seidensticker 2016:81 Tab. 4.2; Garcin et al. 2018
KN-4203,230,110,0,Charcoal,Bolondo,COD,BLD 83/2,,,Bolondo,,1,-0.305801,21.253168,Wotzka 1995: 180-181; see Seidensticker 2017: Tab. 21
KN-4204,1870,70,0,Charcoal,Bokele,COD,BKE 81/2,Pit,,Bokele,,1,-0.099389,18.59212,Wotzka 1995: 115; see Seidensticker 2017: Tab. 21
KN-4205,260,120,0,Charcoal,Longa,COD,LON 81/1,,,Imbonga,,0,-0.247706,18.881382,Wotzka 1995: 66-67; see Seidensticker 2017: Tab. 21
KN-4206,1590,60,0,Charcoal,Isaka-Elinga,COD,ISK 83/104,,,Lingonda,,1,-0.666969,20.202048,Wotzka 1995: 115; see Seidensticker 2017: Tab. 21
KSU-1250,0,40,0,Charcoal,Ebolowa,CMR,,,,,,0,2.9,11.244444,Hori et al. 1986
KSU-444,0,0,0,Elaeis guineensis,Bidjoka,CMR,,,,,,,3.680278,10.612778,de Maret 1985; Hori et al. 1986
KSU-460,8470,70,0,Peat,Lobe,CMR,,,,,,0,2.866258,9.902146,Hori et al. 1986
KSU-461,1010,25,,,Locality 88 (Mbengue),CMR,,,,,,,3.7997,10.1606,de Maret 1992; Garcin et al. 2018
KSU-468,8560,100,0,Charcoal,Lobe,CMR,,,,,,0,2.866258,9.902146,Hori et al. 1986
KSU-501,960,50,0,Charcoal,Campo Beach,CMR,,Trench,,,,0,2.350556,9.826389,Hori et al. 1986; Oslisly et al. 2006; Eggert/Seidensticker 2016:64 Tab. 4.1
KSU-503,0,0,0,Animal Bone,Sangmelima,CMR,,,,,,0,2.939444,11.985556,Hori et al. 1986
L-1605,2320,70,0,,Okolo,CMR,,Pit,,,,,3.933333,11.516667,Atangana 1992
L-349A,12450,350,0,,Gisenyi,RWA,,,,,,,-1.695498,29.257472,van Noten 1982
L-349B,14000,600,0,,Kirotshe,COD,,,,,,,,,van Noten 1982
Loean-132,3707,29,0,,Gbatoro,CAF,,,,,,,,,Zangato/Holl 2010
Loean-135,3598,30,0,,Bouboun,CAF,,,,,,,,,Zangato/Holl 2010
Lv-1393,1930,130,0,,Ndindan,CMR,,Pit,,,,,3.9141,11.504,Mbida Mindzie 2002
Lv-1394,2120,70,0,Charcoal,Obobogo,CMR,,,,,,,3.816667,11.504167,Eggert 1993
Lv-1395,2120,150,0,,Obobogo,CMR,,,,,,,3.816667,11.504167,Eggert 1993
Lv-1432,2310,100,0,,Obobogo,CMR,,,,,,,3.816667,11.504167,Eggert 1993
Lv-1468,1850,50,0,Elaeis guineensis/Charcoal,Sakuzi,COD,,Pit,,Kay Ladio,,1,-5.167222,14.0075,"de Maret 1986; Clist 2018: 239 Tab. 18.2, Tab. 18.3"
Lv-1469,1780,50,0,Elaeis guineensis/Charcoal,Sakuzi,COD,,Pit,,Kay Ladio,,1,-5.167222,14.0075,"de Maret 1986; Clist 2018: 239 Tab. 18.2, Tab. 18.3"
Lv-1470,1900,50,0,Elaeis guineensis/Charcoal,Sakuzi,COD,,Pit,,Ngovo,,1,-5.167222,14.0075,"de Maret 1990; Garcin et al. 2018; Clist 2018: 239 Tab. 18.2, Tab. 18.3"
Lv-1471,2110,55,0,Elaeis guineensis/Charcoal,Sakuzi,COD,,Pit,,,,1,-5.167222,14.0075,"de Maret 1986; Clist 2018: 239 Tab. 18.2, Tab. 18.3"
Lv-1513,3560,75,0,,Okanda 1,GAB,,,,,,,-0.127778,11.588889,Oslisly 1992
Lv-1514,2150,70,0,,Makokou,GAB,,,,,,,0.5738,12.8642,Eggert 1993
Lv-1515,2370,55,0,,Ndjole Pk 5,GAB,,,,,,,-0.133333,10.716667,Oslisly 1992
Lv-1516,2440,70,0,Charcoal,Makana,GAB,,,,,,,-1.6333,13.55,Clist 2004/05
Lv-1517,800,60,0,Charcoal,Kango 2,GAB,,,,,,,0.1933,10.0883,Clist 2004/05
Lv-1518,710,50,0,Elaeis guineensis,Nkol Ogoum 2,GAB,,,,,,,0.4067,9.4911,Clist 2004/05
Lv-1519,1900,70,0,Charcoal,Kango 5,GAB,,,,Oveng,,,0.200833,10.0825,Clist 2004/05
Lv-1520,2220,75,0,Charcoal,Oyem 2,GAB,,,,,,,1.566389,11.573333,Eggert 1993
Lv-1521,2280,55,0,Charcoal,Oyem 2,GAB,,,,,,,1.566389,11.573333,Eggert 1993
Lv-1531,690,50,0,,Moubiri,COG,,,,,,,-3.87278,13.74972,Pincon 1991
Lv-1532,610,90,0,,Moubiri,COG,,,,,,,-3.87278,13.74972,Pincon 1991
Lv-1533,860,50,0,,Moubiri,COG,,,,,,,-3.87278,13.74972,Pincon 1991
Lv-1534,280,60,0,,Moubiri,COG,,,,,,,-3.87278,13.74972,Pincon 1991
Lv-1603,8480,140,0,,Shum Laka,CMR,,Trench,,,,,5.858611,10.077778,Lavachery 2001; Garcing et al. 2018
Lv-1605,2320,70,,,Okolo,CMR,,,,,,,3.933333,11.516667,Atangana 1992; Garcin et al. 2018
Lv-162,5750,110,0,,Mont Gafula,COD,,,,Tshitolian,,,-4.46667,15.21667,Gilot et al. 1965: 121; Cahen/Moeyersons 1977: 813 Tab. 1; van Noten 1982
Lv-163,26000,0,0,,Basoko 3,COD,,,,Sangoan/Lupembian,,,-4.35,15.2833,Gilot et al. 1965: 121; Cahen/Moeyersons 1977: 813 Tab. 1; van Noten 1982
Lv-164,9730,200,0,,Basoko 2,COD,,,,Tshitolian/Lower,,,-4.35,15.2833,Gilot et al. 1965: 121; Cahen/Moeyersons 1977: 813 Tab. 1; van Noten 1982
Lv-165,8920,160,0,,Cabu 4,COD,,Fireplace,,Tshitolian,,,-4.33333,15.31667,Gilot et al. 1965: 121; Cahen/Moeyersons 1977: 813 Tab. 1; van Noten 1982
Lv-166,15080,480,0,,Cabu 5,COD,,,,Lupembian/Upper,,,-4.33333,15.31667,Gilot et al. 1965: 121; Cahen/Moeyersons 1977: 813 Tab. 1; van Noten 1982
Lv-167,2220,90,0,Charcoal,Île de la Funa,COD,,Layer,,,,1,-4.31915,15.34503,"Gilot et al. 1965: 121; van Noten 1982; Clist 2018: 239 Tab. 18.2, Tab. 18.3"
Lv-168,1540,100,0,Charcoal,Île des Mimosas,COD,,Layer,,,,1,-4.328826,15.227313,"Gilot et al. 1965: 122; Eggert 1984; Pincon 1991; Clist 2018: 239 Tab. 18.2, 239 Tab. 18.3"
Lv-1697,2290,50,0,Elaeis guineensis/Charcoal,Sakuzi,COD,,Pit,,,,1,-5.167222,14.0075,"de Maret 1990; Garcin et al. 2018; Clist 2018: 239 Tab. 18.2, Tab. 18.3"
Lv-1698,3510,55,0,Elaeis guineensis/Charcoal,Sakuzi,COD,,Pit,,,,,-5.167222,14.0075,de Maret 1990; Garcin et al. 2018; Clist 2018: 239 Tab. 18.2
Lv-1699,2120,65,0,Elaeis guineensis/Charcoal,Sakuzi,COD,,Pit,,,,1,-5.167222,14.0075,"de Maret 1990; Garcin et al. 2018; Clist 2018: 239 Tab. 18.2, Tab. 18.3"
Lv-17,7840,190,0,,Kinshasa-Lemba,COD,,,,,,,-4.396111,15.318889,van Noten 1982
Lv-1872,880,70,0,,Té Ndongué,CAF,,,,,,,5.716667,18,Moga 2008
Lv-1873,950,60,0,,Té Ndongué,CAF,,,,,,,5.716667,18,Moga 2008
Lv-1874,1370,70,0,,Té Ndongué,CAF,,,,,,,5.716667,18,Moga 2008
Lv-1878,380,70,0,,Ogrotoulou,CAF,,,,,,,,,Moga 2008
Lv-1879,2360,60,0,,Ogrotoulou,CAF,,,,,,,,,Moga 2008; Clist 2012
Lv-1880,3390,100,0,,Ogrotoulou,CAF,,,,,,,,,Clist 2012
Lv-1880,3390,100,0,,Ndele,,,,,,,0,,,Zangato 2000
Lv-1939,2420,70,0,,Nkang,CMR,,Pit,,,,,4.266667,11.316667,Mbida Mindzie 1996
Lv-1940,2580,70,0,,Nkang,CMR,,Pit,,,,,4.266667,11.316667,Mbida Mindzie 1996
Lv-1941,2340,70,0,,Nkang,CMR,,Pit,,,,,4.266667,11.316667,Mbida Mindzie 1996
Lv-1942,2400,60,0,,Nkang,CMR,,Pit,,,,,4.266667,11.316667,Mbida Mindzie 1996
Lv-1943,2490,80,0,,Nkang,CMR,,Pit,,,,,4.266667,11.316667,Mbida Mindzie 1996
Lv-1944,2490,100,0,,Nkang,CMR,,Pit,,,,,4.266667,11.316667,Mbida Mindzie 1996
Lv-1945,2310,90,,,Nkang,CMR,,,,,,,4.266667,11.316667,Mbida Mindzie 2002; Garcin et al. 2018
Lv-1946,2170,80,0,,Nkang,CMR,,Pit,,,,,4.266667,11.316667,Mbida Mindzie u.a. 2000
Lv-287,12230,250,0,,Basoko,COD,,,,Lupembian/Upper,,,-4.35,15.2833,Cahen/Moeyersons 1977: 813 Tab. 1; van Noten 1982
Lv-288,3870,90,0,,Kisuka,COD,,,,Tshitolian/Upper,,,-4.343889,15.212500,Gilot 1969: 108; Cahen/Moeyersons 1977: 813 Tab. 1; van Noten 1982
Lv-289,6280,130,0,,Kizenzu,COD,,,,Tshitolian,,,-4.414167,15.330833,Gilot 1969: 10; Cahen/Moeyersons 1977: 813 Tab. 1; van Noten 1982
Lv-44,30000,0,0,,Kinshasa-Lemba,COD,,,,Sangoan/Lupembian,,,-4.383333,15.333333,Dossin et al. 1962: 97; Cahen/Moeyersons 1977: 813 Tab. 1; van Noten 1982
Lv-45,5830,180,0,,Mont Gafula,COD,,,,Tshitolian,,,-4.46667,15.21667,Dossin et al. 1962: 97-98; Gilot et al. 1965: 121; Cahen/Moeyersons 1977: 813 Tab. 1; van Noten 1982
Lv-46,2980,160,0,,Amba-Kinshasa,COD,,,,,,0,-4.433333,15.3,Dossin et al. 1962: 98; van Noten 1982
